"Story","Title","Result","Date","Stability","Duration (s)"
"Ingresar a la pagina de bancolombia personas buscar el simulador y diligenciar la informacion","Simular credito en la pagina de bancolombia personas de forma exitosa","FAILURE","2023-09-24T17:45:24.52-05:00[America/Bogota]","0.0","43.5"
